id,user_name,user_id,video_id,video_desc,video_time,video_length,video_link,n_likes,n_shares,n_comments,n_plays,music_name,music_url;;
0,meekotheiggy,6735780054381626373,6928073780141018373,Sleep = life #italiangreyhound #foryoupage #fyp #dogsoftiktok #sleepy,1613067888,10,https://www.tiktok.com/@meekotheiggy/video/6928073780141018373?lang=en,1000000,151600,76300,12900000,оригинальный звук,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1610130081277958.mp3;;
1,sergioconstrutor,6860045758596203526,6931147355534281990,,1613783515,36,https://www.tiktok.com/@sergioconstrutor/video/6931147355534281990?lang=en,572800,184100,7311,31300000,som original,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6931147390455941894.mp3;;
2,callenschaub,6658309478972243974,6957448266824846598,FIRST NFT “Antithesis” on foundation!,1619907161,24,https://www.tiktok.com/@callenschaub/video/6957448266824846598?lang=en,2400000,7771,27900,31000000,original sound,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6957448229835279110.mp3;;
3,muyanxu01,6947266190175863813,6955495851917692166,#cat #love #kitten #foryou,1619452580,8,https://www.tiktok.com/@muyanxu01/video/6955495851917692166?lang=en,119500,32400,2293,2800000,原聲,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6937145517919046406.mp3;;
4,lucasranngel,19544562,6956216246446673157,kkkkkkkk eu sou um jumento msm,1619620310,28,https://www.tiktok.com/@lucasranngel/video/6956216246446673157?lang=en,870100,2326,7576,7600000,som original,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6956216185654397702.mp3;;
5,annaakarolinesilva,6918135182110753797,6956651537200352518,#lindolouvor🙏❤️🙏❤️                             #fypシ 😍😍😍😍,1619721658,43,https://www.tiktok.com/@annaakarolinesilva/video/6956651537200352518?lang=en,52600,22800,894,1800000,som original,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1658513388357637.mp3;;
6,foodqood,6812963291129562118,6926813107285167366,#EMK #breakfast #FYP,1612774393,12,https://www.tiktok.com/@foodqood/video/6926813107285167366?lang=en,662300,148200,3124,18700000,Breakfast,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-v-0000/74de81e23e0d4397806ebd449bff1433;;
7,juliettefreire,6919549102981678085,6955076627256724741,A gente não cansa de ver esse tombo.🤣 #juliette #juliettefreire #bbb21 #bbb #bbb21memes #nonono,1619354973,10,https://www.tiktok.com/@juliettefreire/video/6955076627256724741?lang=en,430500,1846,2581,2900000,som original,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6955076586072722181.mp3;;
8,simbachboy,6902126334212146178,6927179705627987201,#будьвритме #xyzbca #foryou #foryourpage #funny #viral #Simbachboy #хочуврек #fyp #cat #известный #кот #рекомендации #catsvideo,1612859713,16,https://www.tiktok.com/@simbachboy/video/6927179705627987201?lang=en,1000000,443300,11800,35600000,Lambada,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/2213ca03811b5df4f44e416dd04d1166.mp3;;
